4,0,1,1,3,0,68,0,0,0,3,9,2,4,155,0,3,6,1,3,0,0,2,0,1,0,1,1,1,3,1,17,3,1,8,3,2,3
0,0,1,0,0,0,8,0,0,1,0,0,0,0,1,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0
2,0,7,0,6,5,64,1,0,7,0,0,2,4,0,0,588,13,2,5,2,0,3,0,4,5,1,2,13,7,3,49,12,2,37,11,11,2
3,0,10,2,2,3,73,1,0,4,0,0,2,3,5,0,5,951,0,2,1,2,12,0,13,0,3,2,7,3,5,38,14,0,46,7,14,0
2,0,1,0,0,2,33,1,0,0,0,0,2,1,1,0,8,0,76,6,1,2,0,0,1,0,3,1,2,1,0,14,2,0,3,4,1,0
0,0,0,1,1,0,37,5,0,2,0,0,0,0,0,0,4,1,1,180,0,0,1,0,1,0,1,0,3,1,0,6,1,0,10,1,5,0
3,0,1,0,3,1,37,0,0,0,0,0,0,0,1,0,5,1,1,0,83,3,0,0,0,0,1,0,0,0,0,9,1,3,7,3,1,0
2,0,0,0,0,1,19,0,0,1,4,1,1,1,3,0,0,2,1,1,5,82,0,0,2,0,0,2,1,1,0,5,0,0,4,2,3,1
6,0,2,0,2,6,79,0,0,5,2,0,1,2,0,0,2,22,0,0,0,1,171,0,1,0,1,0,0,1,0,24,1,7,16,3,5,1
5,0,0,1,1,0,16,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,157,0,0,0,0,2,0,0,4,0,1,5,1,0,1
4,0,1,1,0,29,13,1,0,2,7,0,0,0,3,0,4,8,0,1,1,0,5,0,497,1,1,1,7,0,6,29,16,1,17,2,4,0
0,0,0,0,3,12,3,2,0,2,1,0,4,1,0,0,4,1,4,2,0,1,1,0,1,251,2,7,8,3,9,103,7,0,2,2,2,1
0,0,2,1,2,26,2,0,0,0,1,0,2,1,0,0,1,2,0,4,1,1,0,0,0,0,142,3,6,1,0,32,7,0,2,1,0,0
0,0,3,2,13,23,1,0,0,5,0,0,0,6,1,0,4,8,3,0,1,1,1,0,1,8,1,436,9,4,22,105,17,0,0,0,0,2
2,0,24,0,3,28,3,0,0,12,6,0,2,6,2,0,13,7,0,6,0,1,3,0,7,13,2,8,649,6,3,156,16,1,10,6,7,0
0,0,4,2,67,36,0,1,0,6,0,0,1,1,0,0,3,8,2,2,0,0,4,0,1,5,0,14,3,548,20,108,91,0,1,0,0,2
0,0,0,2,50,9,0,1,0,7,1,0,2,3,1,0,6,9,1,2,1,0,3,0,4,5,4,21,9,14,454,232,122,0,1,3,0,4
1,0,50,24,123,8,2,4,0,38,6,1,8,4,9,0,31,40,5,10,2,5,17,1,47,53,28,81,112,50,100,2315,60,2,15,17,30,0
0,0,1,1,3,0,0,0,0,6,1,1,0,1,0,0,4,2,0,3,1,0,0,0,4,2,1,8,5,35,21,62,1865,0,3,0,14,0
1,0,2,0,0,0,5,1,0,3,3,0,5,0,7,1,15,28,5,4,4,3,13,0,3,0,0,1,0,0,0,8,4,9,48,4,18,0
1,0,0,1,0,0,11,1,0,34,16,0,10,22,10,1,39,74,7,15,5,5,13,2,16,0,1,4,3,1,0,22,11,15,211,20,49,0
0,0,3,0,1,1,1,0,0,18,7,0,3,8,4,0,20,26,5,14,2,0,6,0,7,4,0,0,8,1,3,78,1,4,26,29,10,1
0,0,2,2,2,0,0,0,0,8,1,1,0,1,3,1,13,29,2,4,0,1,1,0,8,2,1,0,9,2,1,54,78,4,53,7,106,0
81,0,18,1,24,54,83,0,0,9,1,5,1,0,11,2,19,5,4,5,1,3,1,1,5,2,0,3,10,4,7,13,0,0,2,2,0,2438
